Date,Open,High,Low,Close*,Adj Close**,Volume,Symbol,Event
2018-06-08,8354.63,8427.27,8313.91,8397.13,8397.13,3123210000.0,DJA,Summit
2018-06-11,8403.4,8477.28,8351.97,8411.81,8411.81,3232330000.0,DJA,Summit
2018-06-12,8418.49,8486.33,8365.19,8433.63,8433.63,3401010000.0,DJA,Summit
2018-06-13,8437.81,8491.19,8360.09,8390.05,8390.05,3779230000.0,DJA,Summit
2018-06-14,8407.21,8469.7,8349.97,8401.05,8401.05,3526890000.0,DJA,Summit
