Date,Open,High,Low,Close*,Adj Close**,Volume,Symbol,Event
2018-06-08,2765.84,2779.39,2763.59,2779.03,2779.03,3123210000.0,GSPC,Summit
2018-06-11,2780.18,2790.21,2780.17,2782.0,2782.0,3232330000.0,GSPC,Summit
2018-06-12,2785.6,2789.8,2778.78,2786.85,2786.85,3401010000.0,GSPC,Summit
2018-06-13,2787.94,2791.47,2774.65,2775.63,2775.63,3779230000.0,GSPC,Summit
2018-06-14,2783.21,2789.06,2776.52,2782.49,2782.49,3526890000.0,GSPC,Summit
